tweets,time,mem
9431,2.3210482597351074,128011073
19234,3.1291465759277344,134427623
41015,4.9210405349731445,151128687
79139,9.904178857803345,181932264
161137,15.951185941696167,258996783
324798,39.761221408843994,411855336
657700,70.65359711647034,727258590
1309538,127.78451228141785,1352471196
