tweets,time,mem
9431,17.21451997756958,174975073
19234,26.818629503250122,178412568
41015,48.74924421310425,185936305
79139,89.14120507240295,198688675
161137,176.69962286949158,226723986
324798,341.9584879875183,282998641
657700,674.6179194450378,397182993
1309538,1364.5634276866913,620108085
1540073,1608.4752852916718,700148012
